County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Nelson,KY-605,KY-605,.85 MI SE OF JCT US 62,9.655,090B00087N,22,,,,,,,
Nelson,KY-605,KY-605,1.6 MI S.E. OF BG PW OP,7.251,090B00088N,22,,,,,,,
Nelson,KY-1873,KY-1873,.7 MI SE OF JCT KY 1066,2.261,090B00092N,22,,,,,,,
Nelson,KY-2737,KY-2737,1.6 MI W OF JCT KY 1430,2.206,090B00107N,12,,,,,,,
Nelson,KY-2739,KY-2739,1.9 MI NW OF JCT KY 509,2.032,090B00108N,,33,34,37,44,39,39,41
Nelson,KY-2738,KY-2738,0.1 MI. E OF JCT KY 55,0.062,090B00109N,11,,,,,,,
Nelson,CR-1012,WOODLAWN RD,1.3 MI. E OF JCT KY 605,1.193,090C00001N,18,,,,,,,
Nelson,CR-1012,WOODLAWN RD,1.8 MI. E OF JCT KY 605,1.65,090C00002N,18,,,,,,,
Nelson,CR-1017,DUGAN RD,.1 MI S OF JCT KY 162,0.025,090C00004N,26,,,,,,,
Nelson,CR-1053,STEVENS LN,1.0 MI. W OF JCT KY 55,1.065,090C00011N,15,,,,,,,
Nelson,CR-1208,ICETOWN RD,1.5 MI N OF JCT US 31E,2.765,090C00029N,18,,,,,,,
Nelson,CR-1314,KING RD,150 FT S OF JCT KY 48,1.4,090C00037N,6,,,,,,,
Nelson,CR-1309,SULLIVAN LN,50' East of KY 509,0.014,090C00042N,24,,,,,,,
Nelson,CR-1044,DRAKE LN X,1.5 MI N. US 62,0.009,090C00051N,24,,,,,,,
Nelson,CR-1035,GREEN CHAPEL RD,0.8 Miles N JCT US 62,0.902,090C00059N,24,,,,,,,
Nelson,CR-1051,EGGEN RD,0.1 MI. E. OF JCT. KY 458,0.114,090C00063N,34,,,,,,,
Nicholas,KY-57,KY-57,3.0 MI N.E. OF JCT KY 36,9.911,091B00013N,22,,,,,,,
Nicholas,KY-36,KY-36,.10 MI EAST OF JCT KY 13,4.042,091B00017N,,33,35,40,44,43,44,44
Nicholas,KY-36,KY-36,.10 MI WEST OF JCT KY 13,3.801,091B00018N,,34,36,41,44,,,
Nicholas,KY-36,KY-36,1.0 MI WEST OF JCT KY 13,3.018,091B00019N,,35,37,42,44,,,
Nicholas,KY-32,KY-32,.1 MI E OF JCT KY 1298,1.356,091B00031N,22,,,,,,,
Nicholas,KY-386,KY-386,1.7 MI WEST OF JCT KY 13,1.71,091B00033N,,32,34,39,44,42,43,44
Nicholas,KY-386,KY-386,1.1 MI S.E. OF JCT US 68,4.223,091B00034N,,32,33,37,44,40,41,43
Nicholas,KY-57,KY-57,.7 MI SW OF JCT KY 1285,3.075,091B00035N,,28,29,32,43,34,34,35
Nicholas,KY-57,KY-57,.50 MI S.W. OF JCT KY 36,6.309,091B00036N,22,,,,,,,
Nicholas,KY-57,KY-57,.6 MI NE OF JCT KY 1285,4.166,091B00038N,,32,33,37,44,40,41,43
Nicholas,KY-1244,KY-1244,.02 MI EAST OF JCT KY 392,11.827,091B00040N,22,,,,,,,
Nicholas,KY-1244,KY-1244,3.0 MI WEST OF N-JCT US 6,16.135,091B00041N,22,,,,,,,
Nicholas,KY-1244,KY-1244,2.0 MI EAST OF JCT KY 392,13.859,091B00042N,22,,,,,,,
Nicholas,KY-57,KY-57,1.2 MI NOR. OF BOURBON CL,1.174,091B00045N,,28,29,31,41,33,34,35
Nicholas,KY-3316,KY-3316,BRUSHY CK ON ELM ST,5.47,091B00053N,,40,41,44,44,,,
Nicholas,CR-1313,BOBTOWN RD,.3 MI N OF JCT CR 5314,0.448,091C00019N,18,,,,,,,
Nicholas,CR-1044,OLD US 68 CONNECTO,.5 MI W OF JCT NEW US 68,0.373,091C00024N,0,,,,,,,
Nicholas,CR-1026,TOM GEORGE LN,.05 MI NW OF JCT KY 32,0.028,091C00025N,18,,,,,,,
Nicholas,CR-1010,ABNERS MILL RD,.46  MI  S JCT  OLD US 68,6.348,091C00033N,18,,,,,,,
Nicholas,CR-1213,MILLER STATION RD,0.867 MI S JCT KY 36,0.87,091C00044N,38,,,,,,,
Nicholas,CR-1309,JOHNSON RD.CR-1309,75 FT. S. of JCT. KY 1244,2.282,091C00048N,28,,,,,,,
Nicholas,CR-1101,CR 1101 DUNN RD,1300' SOUTH OF KY32,2.032,091C00051N,34,,,,,,,
Ohio,US-231,US-231,.1 MI N OF JCT KY 1414,20.309,092B00006N,,38,40,44,44,,,
Ohio,US-231,US-231,1.0 MI NOR. OF JCT KY 136,15.802,092B00007N,,38,44,44,44,,,
Ohio,KY-69,KY-69,.8 MI E OF GREEN RIVER PW,15.999,092B00009N,,28,30,35,44,37,38,41
Ohio,KY-69,KY-69,.6 MI NE OF JCT KY 1164,17.582,092B00010N,15,,,,,,,
Ohio,KY-69,KY-69,2.5 MI WEST OF JCT KY 878,21.492,092B00012N,,31,32,34,43,36,36,37
Ohio,KY-69,KY-69,3.0 MI SOU. OF JCT KY 54,28.588,092B00015N,,37,39,44,44,,,
Ohio,KY-69,KY-69,.70 MI WEST OF JCT KY 878,23.326,092B00018N,,20,27,34,40,40,40,40
Ohio,KY-54,KY-54,.2 MI W OF JCT KY 1700,6.817,092B00024N,,34,35,39,44,42,42,44
Ohio,KY-54,KY-54,1.0 MI WEST OF JCT KY 110,13.961,092B00029N,22,,,,,,,
Ohio,KY-54,KY-54,.50 MI WEST OF JCT KY 69-,5.297,092B00030N,,25,27,31,44,33,35,38
Ohio,US-62,US-62,1.9 MI EAST OF GR RV PW O,14.952,092B00041N,,33,34,37,44,41,41,43
Ohio,US-62,US-62,ON MUHLENBERG - OHIO CL,0.073,092B00050N,,22,22,24,34,25,31,31
Ohio,KY-136,KY-136,3.8 MI WEST OF JCT US 231,5.668,092B00084N,,36,39,44,44,,,
Ohio,KY-136,KY-136,3.2 MI EAST OF McLean CL,3.356,092B00085N,,37,39,44,44,,,
Ohio,KY-136,KY-136,1.0 MI E OF DAVIESS CL,1.07,092B00087N,,37,39,44,44,,,
Ohio,KY-261,KY-261,1.5 MI N.E. OF JCT KY 54,1.396,092B00091N,,36,37,43,44,,,
Ohio,KY-369,KY-369,.15 MI SOU. OF W KY PW UP,10.25,092B00092N,,37,39,44,44,,,
Ohio,KY-505,KY-505,.30 MI SOU. OF JCT US 62,11.383,092B00094N,,27,28,30,40,32,32,33
Ohio,KY-69,KY-69,.2 MI N OF JCT KY 2114,35.659,092B00103N,,36,37,42,44,,,
Ohio,KY-1245,KY-1245,1.4 MI SE OF JCT US 62,1.514,092B00108N,,28,28,31,40,32,33,34
Ohio,KY-1245,KY-1245,.20 MI NOR. OF WK PW OP-W,1.248,092B00109N,,26,27,30,42,32,32,33
Ohio,KY-919,KY-919,1.7 MI EAST OF JCT KY 878,1.797,092B00111N,,26,27,28,30,28,28,29
Ohio,KY-1245,KY-1245,3 MI S&W OF JCT KY 2670,3.417,092B00112N,,26,27,28,36,30,30,31
Ohio,KY-1245,KY-1245,.60 MI SOU. OF JCT US 62-,6.158,092B00113N,22,,,,,,,
Ohio,KY-1414,KY-1414,.60 MI EAST OF GR RV PW O,3.706,092B00118N,22,,,,,,,
Ohio,KY-1414,KY-1414,2.3 MI N.E. OF GR RV PW O,5.462,092B00120N,,23,32,42,44,35,40,44
Ohio,KY-1414,KY-1414,2.5 MI S OF JCT KY 1738,8.293,092B00123N,22,,,,,,,
Ohio,KY-1414,KY-1414,.2 MI N OF JCT KY 1738,11.566,092B00124N,,23,33,44,44,,,
Ohio,KY-1414,KY-1414,2.2 MI SOU. OF JCT KY 54,13.345,092B00125N,,24,34,44,44,,,
Ohio,KY-1164,KY-1164,2.6 MI W OF JCT KY 1544,5.114,092B00129N,,27,28,31,44,34,35,36
Ohio,WK-9001,WK-9001,2.4 MI EAST OF KY 505 OP,84.567,092B00131N,,20,27,34,40,40,40,40
Ohio,KY-2712,KY-2712,.75 MI N OF JCT CR 5173,0.174,092B00136N,,29,29,32,42,34,34,35
Ohio,US-231,US-231,.10 MI SOU. OF JCT US 62-,9.943,092B00139N,,20,27,34,40,40,40,40
Ohio,KY-1700,KY-1700,.30 MI NOR. OF JCT KY 54,0.42,092B00147N,,36,37,43,44,,,
Ohio,KY-505,KY-505,1.96 MI.E. JCT. US 231,1.961,092B00159N,22,,,,,,,
Ohio,KY-2668,KY-2668,2.0 MILES W JCT US 231,2.303,092B00168N,,41,44,44,44,,,
Ohio,KY-2718,KY-2718,0.7 MI E JCT US 231,4.355,092B00169N,,20,22,23,32,24,25,26
Ohio,KY-1700,KY-1700,.98 MI N OF JCT KY 54,0.985,092B00171N,,29,31,34,44,37,37,39
Ohio,KY-2713,KY-2713,1.0 MI NW OF W KY PKWY,1.947,092B00177N,,34,36,40,44,,,
Ohio,KY-505,KY 505,_,6.487,092B00184N,,42,44,44,44,,,
Ohio,CR-1025,NARROWS RD,.2 MI S OF JCT CR 5036,1.953,092C00007N,26,,,,,,,
Ohio,CR-1379,BEDA  RD,0.4 MI NW JCT US 231,0.545,092C00045N,18,,,,,,,
Ohio,CR-1379,BEDA RD,0.5 MI S JCT US 231,2.627,092C00046N,18,,,,,,,
Ohio,CR-1396,HEFLIN RD,1.4 MILES N JCT KY 136,1.343,092C00051N,18,,,,,,,
Ohio,CR-1199,SANDIFUR CROSSING,1.1 MI W OF JCT CR 5125,1.092,092C00061N,28,,,,,,,
Ohio,CR-1131,HALLS CREEK RD,1.0 MI. S.-JCT. KY 1164,1.078,092C00064N,13,,,,,,,
Ohio,CR-1413,OLD MILL CEMETARY,.3 MI. N. -JCT. KY 136,1.701,092C00065N,7,,,,,,,
Ohio,CR-1125,MOUNT PLEASANT RD,0.3 MI.S.-JCT.US 62,0.116,092C00069N,31,,,,,,,
Ohio,CR-1147,RENFROW RD,1.4 MI. S.  US 62,2.341,092C00073N,11,,,,,,,
Ohio,CR-1117,HAMLIN CHAPEL RD,0.6 MI. EAST. KY 69,2.833,092C00077N,18,,,,,,,
Ohio,CR-1031,SHREVE RD,1.4 MI SW OF JCT KY 54,1.281,092C00083N,3,,,,,,,
Ohio,CR-1392,HARMONS FERRY RD,.1 MI E OF JCT CR 5392,1.797,092C00089N,18,,,,,,,
Ohio,CR-1064,AETNAVILLE RD,.8 MI W. JCT KY 69,1.533,092C00090N,20,,,,,,,
Ohio,CR-1064,AETNAVILLE RD,.1 MI W .CR 5058,1.677,092C00094N,38,,,,,,,
Ohio,CR-1204,DAVIS RD,.4 MI N JCT KY 2718,0.72,092C00096N,30,,,,,,,
Ohio,CR-1117,HAMLIN CHAPEL RD,2.7 MI E KY 69,0.713,092C00098N,10,,,,,,,
Ohio,CR-1071,MORGANTOWN RD,.45 MI N JCT KY 1414,0.458,092C00100N,28,,,,,,,
Ohio,CR-1458,NEW CUT RD,25'E CR 5146C DAVIESS CO,0.002,092C00102N,,22,23,26,40,28,28,30
Ohio,CR-1160,BAIZETOWN RD,3.1 MI E - KY 505,1.224,092C00107N,28,,,,,,,
Ohio,CR-1340,MIDDLE RD,.1  MI WEST JCT  KY 1245,0.084,092C00112N,38,,,,,,,
Ohio,CR-1054,HAYNESVILLE RD,1. MI  NW  KY 69,1.029,092C00115N,20,,,,,,,
Ohio,CR-1059,BICKETT RD,.3  MI  E JCT CR 5058,1.271,092C00119N,38,,,,,,,
Ohio,CR-1304,OAK GROVE RD,.1  MI S. JCT CR 5306,0.241,092C00120N,38,,,,,,,
Ohio,CR-1374,BARNETTS CREEK RD,1.7 MI E  JCT US 231,1.833,092C00123N,36,,,,,,,
Ohio,CR-1066,ZION CHURCH RD,.9   MI W  JCT  KY 69,0.975,092C00126N,31,,,,,,,
Ohio,CR-1224,OLD CABIN RD,.1 MI-SE JCT  KY 269,0.109,092C00127N,35,,,,,,,
Ohio,CR-1148,ARNOLD LEACH RD,2.1  MI- S JCT  KY 1583,2.065,092C00129N,11,,,,,,,
Ohio,CR-1510,QUARTERHORSE LN,.2 MI- S JCT CR 1058,0.266,092C00133N,3,,,,,,,
Ohio,CR-1148,Arnold Leach Rd,150 ft N of JCT. KY 2713,5.719,092C00146N,30,,,,,,,
Oldham,KY-22,KY 22,0.65 MI E OF KY 393,8.704,093B00007N,,20,27,34,40,40,40,40
Oldham,KY-146,KY 146,0.75 MI W OF KY 1817,6.079,093B00009N,,35,36,39,44,42,42,44
Oldham,KY-362,KY 362,0.5 MI W OF SHELBY CL,2.512,093B00011N,,22,23,26,41,28,28,30
Oldham,KY-393,KY 393,1.65 MI S OF US 42,8.421,093B00013N,,34,35,38,44,40,41,42
Oldham,KY-524,KY 524,5.1 MI E OF W JCT US 42,5.111,093B00014N,,20,27,34,40,40,40,40
Oldham,KY-1818,KY 1818,200 FT W OF KY 1315,5.822,093B00022N,22,,,,,,,
Oldham,KY-1315,KY 1315,1.5 MI N OF SHELBY CL,1.475,093B00023N,,37,38,43,44,,,
Oldham,KY-1694,KY 1694,1.8 MI N OF KY 329,4.987,093B00025N,,39,40,43,44,,,
Oldham,KY-1488,KY 1488,AT TRIMBLE CL,1.263,093B00027N,,27,28,31,44,33,34,35
Oldham,KY-393,KY 393,0.10 MI N OF KY 1818,0.216,093B00042N,22,,,,,,,
Oldham,KY-3223,KY 3223,2.6 MI N OF KY 53,2.576,093B00046N,,34,35,39,44,43,44,44
Oldham,KY-2859,KY 2859,200 FT N OF KY 1818,0.044,093B00051N,22,,,,,,,
Oldham,KY-2857,KY 2857,1.3 MI N OF KY 2856,1.411,093B00059N,,29,29,29,30,29,29,30
Oldham,CR-1240,OLD ZARING RD,350 FT W OF KY 1817,0.102,093C00016N,35,,,,,,,
Oldham,CR-1379,VALLEY DR,250 FT W OF CLIFFWOOD DR,0.365,093C00019N,18,,,,,,,
Oldham,CR-1022,REBEL RIDGE RD,AT 18 MI CREEK RD,2.137,093C00020N,28,,,,,,,
Oldham,CR-1014,BLUEGRASS PKWY,1.1 MI E OF US 42,1.144,093C00024N,18,,,,,,,
Owen,KY-1883,KY-1883,.40 MI S.E. OF JCT KY 845,4.997,094B00001N,,31,33,36,44,39,39,41
Owen,KY-330,KY-330,.05 MI EAST OF JCT KY 845,5.445,094B00003N,,33,35,39,44,42,43,44
Owen,KY-355,KY-355,1.8 MI S.E. OF JCT KY 22,4.775,094B00006N,,25,26,29,42,31,31,33
Owen,KY-355,KY-355,.2 MI N OF JCT KY 1982,12.729,094B00010N,,33,34,36,44,39,39,40
Owen,KY-368,KY-368,.40 MI EAST OF JCT US 127,6.074,094B00013N,,36,38,42,44,,,
Owen,KY-368,KY-368,.06 MI WEST OF JCT KY 897,5.141,094B00014N,,35,36,41,44,,,
Owen,KY-607,KY-607,.75 MI W OF JCT KY 1883,10.531,094B00018N,,29,30,34,44,37,37,39
Owen,KY-607,KY-607,3.0 MI WEST OF JCT KY 227,4.486,094B00021N,22,,,,,,,
Owen,KY-227,KY-227,1.0 MI SOU. OF JCT KY 36,18.46,094B00023N,,39,40,44,44,,,
Owen,KY-845,KY-845,1.7 MI.N.W. OF JCT. KY 22,15.766,094B00025N,,27,28,31,44,34,35,37
Owen,KY-1883,KY-1883,.5 MI N OF JCT KY 2018,1.929,094B00027N,,32,33,36,44,39,39,41
Owen,KY-325,KY-325,.6 MI N.E. - JCT. KY 355,0.631,094B00031N,,36,36,39,44,41,41,42
Owen,KY-3215,KY-3215,200 FT SW OF JCT KY 1761,4.798,094B00037N,,27,28,32,44,35,35,37
Owen,KY-3215,KY-3215,1.2 MI SW OF JCT KY 1761,3.582,094B00038N,22,,,,,,,
Owen,PS-1306,Perry Park Rd,0.2 MI South Of KY-1982,0.066,094B00042N,18,,,,,,,
Owen,CR-1325,BIG TWIN CREEK RD,3 MI W OF JCT KY 1761,2.96,094C00015N,18,,,,,,,
Owen,CR-1131,OLD OWENTON-GEORGE,.7 MI S. KY 607,2.683,094C00025N,38,,,,,,,
Owen,CR-1124,CANEY CREEK RD,2.6 MI.NE JCT CR 5131,0.023,094C00026N,18,,,,,,,
Owen,CR-1119,NATLEE SLATIN RD,.1 MI SOUTH OF JCT KY-607,0.361,094C00029N,25,,,,,,,
Owen,CR-1119,NATLEE SLATIN RD,.6 MI NW OF SCOTT LINE,2.27,094C00033N,36,,,,,,,
Owsley,KY-30,KY-30,.10 MI S.E. OF JCT KY 708,12.459,095B00003N,,33,35,40,44,43,44,44
Owsley,KY-11,KY-11,.1 MI S OF JCT KY 2025,6.238,095B00004N,,29,30,33,44,36,36,38
Owsley,KY-28,KY-28,.20 MI EAST OF JCT KY 11,0.214,095B00007N,,32,33,35,41,36,36,37
Owsley,KY-2024,KY-2024,.10 MI SOU. OF JCT KY 28,7.33,095B00009N,5,,,,,,,
Owsley,KY-847,KY-847,.75 MI S OF E-JCT KY 30,6.411,095B00017N,22,,,,,,,
Owsley,KY-1411,KY-1411,2.0 MI NOR. OF JCT KY 30,2.009,095B00019N,22,,,,,,,
Owsley,KY-1350,KY-1350,.05 MI SOU. OF JCT KY 846,6.296,095B00028N,15,,,,,,,
Owsley,KY-1350,KY-1350,.05 MI S OF JCT KY 1503,1.5,095B00029N,,26,27,31,44,33,34,36
Owsley,CR-1346,OLD KY-11,.10 MI WEST OF JCT KY 28,0.092,095C00019N,22,,,,,,,
Owsley,CR-1100,SMITH FORK ROAD,.1 MI S KY 28,0.048,095C00023N,10,,,,,,,
Owsley,CR-1213,RONE FORK BRANCH R,.15 MI S-KY 1350,0.122,095C00025N,10,,,,,,,
Owsley,CR-1058,CRICKET BRANCH ROA,0.12 MI W JCT KY 2024,0.116,095C00028N,18,,,,,,,
Owsley,CR-1115,RIGHT FORK BUFFALO,3.2 MI-S.JCT  KY 2024,3.332,095C00029N,18,,,,,,,
Owsley,CR-1326,McHaffey Rd.,.15 MI NO JCT KY 30,0.111,095C00030N,27,,,,,,,
Owsley,CR-1115,RIGHT FORK BUFFALO,5 MI. S. KY.2024 TERMINI,4.132,095C00033N,6,,,,,,,
Owsley,CR-1057,Wolfe Creek Road,0.14 MI W of KY 2024,0.149,095C00034N,24,,,,,,,
Owsley,CR-1081,Campbell Road,700 FT from KY 30,0.126,095C00035N,26,,,,,,,
Owsley,CR-1334,Little Sturgeon Cr,1 Mi. N of KY 30,1.078,095C00036N,16,,,,,,,
Owsley,CR-1106,Laurel Fork Road,120 FT S LT FK Buffalo RD,0.021,095C00040N,15,,,,,,,
Pendleton,KY-177,KY-177,1.0 MI WEST OF JCT US 27,4.913,096B00001N,,20,20,22,32,24,24,25
Pendleton,KY-159,KY-159,2.2 MI.NE JCT KY 22,2.095,096B00005N,,20,27,31,31,31,31,31
Pendleton,US-27,US-27,1 MI SO.OF JCT KY 1053,4.459,096B00008N,,34,36,41,44,,,
Pendleton,KY-330,KY-330,.05 MI NE OF S-JCT KY1054,6.65,096B00014N,,39,40,44,44,,,
Pendleton,US-27,US-27,1.2 MI SOU. OF JCT KY 177,15.859,096B00018N,,36,38,42,44,,,
Pendleton,US-27,US-27,.25 MI SOU. OF JCT KY 177,16.927,096B00021N,,33,34,35,42,37,37,38
Pendleton,KY-177,KY-177,.15 MI SOU. OF KENTON CL,9.458,096B00026N,,29,30,32,42,34,34,35
Pendleton,KY-177,KY-177,.45 MI EAST OF JCT US 27,3.538,096B00031N,,37,38,41,44,43,44,44
Pendleton,CR-1007,FUQUA LN,.3 MI S OF JCT CR 5008,0.393,096C00003N,18,,,,,,,
Pendleton,CR-1007,FUQUA LN,.2 MI S OF JCT CR 5008,0.233,096C00004N,14,,,,,,,
Pendleton,CR-1069,ED MONROE RD,1.6 MI NE OF JCT US 27,1.811,096C00014N,13,,,,,,,
Pendleton,CR-1110,MILFORD RD,1.3 MI S OF JCT CR 5117,8.151,096C00015N,9,,,,,,,
Pendleton,CR-1117,MCKINNEYSBURG RD,.6 MI S OF JCT CR 5127,0.027,096C00022N,18,,,,,,,
Pendleton,CR-1140,BLANKET CREEK RD,0.8 MI SW. OF US. 27,0.89,096C00031N,18,,,,,,,
Pendleton,CR-1203,STRAIGHT SHOOT,.9 MI SE OF JCT KY 467,2.741,096C00034N,18,,,,,,,
Pendleton,CR-1232,MORGAN FOUR OAKS R,1.3 MI NE OF JCT KY 1054,2.627,096C00040N,15,,,,,,,
Pendleton,CR-1232,MORGAN FOUR OAKS R,1.5 MI N OF JCT KY 1054,2.426,096C00041N,18,,,,,,,
Pendleton,CR-1232,MORGAN FOUR OAKS R,1.7 MI N OF JCT KY 1054,2.215,096C00042N,18,,,,,,,
Pendleton,CR-1011,HOGBACK RIDGE RD,50 FT. EAST OF KY 177,1.175,096C00061N,24,,,,,,,
Pendleton,CR-1067,NEW ZION RD,1.4 MI E OF JCT CR 5064,1.319,096C00062N,13,,,,,,,
Pendleton,CR-1110,MILFORD RD,2.9 MI SE OF JCT KY 22,2.818,096C00065N,18,,,,,,,
Pendleton,CR-1241,TURNER RIDGE RD,.11 MI W  JCT KY 330,0.15,096C00080N,36,,,,,,,
Pendleton,CR-1005,MENZIE RD,.7   MI-   JCT  US 27,0.648,096C00081N,36,,,,,,,
Pendleton,CR-1144,AMBROSE WRIGHT RD,.1 MI W. JCT US 27,0.078,096C00089N,18,,,,,,,
Pendleton,CR-1216,GUMLICK RD,1.1 MI W OF JCT KY 330,1.057,096C00091N,18,,,,,,,
Pendleton,CR-1222,HALEY ROAD,100' SOUTH OF JACK BRANCH,0.04,096C00097N,31,,,,,,,
Pendleton,CR-1232,MORGAN FOUR OAKS R,1.8 MI S OF JCT 1053,1.736,096C00101N,20,,,,,,,
Pendleton,CR-1001,CATAWBA RD,3.4 MI. EAST OF US. 27,3.242,096R00602N,21,,,,,,,
Perry,KY-476,KY-476,.2 MI W OF W-JCT KY 1146,3.652,097B00005N,,25,29,33,44,36,38,43
Perry,KY-15,KY-15,VIADUCT IN VICCO,0.299,097B00011N,,38,40,42,44,,,
Perry,KY-80,KY-80,.75 MI W OF JCT KY 1096,1.601,097B00032N,,23,24,28,44,30,31,33
Perry,KY-28,KY-28,3.0 MI WEST OF JCT KY 15,15.025,097B00035N,,27,29,34,44,35,36,39
Perry,KY-1095,KY-1095,.30 MI S.E. OF JCT KY 15,2.563,097B00038N,22,,,,,,,
Perry,KY-699,KY-699,.02 MI WEST OF JCT KY 463,4.334,097B00043N,,33,34,40,44,,,
Perry,KY-699,KY-699,2.8 MI NOR. OF JCT KY 463,7.546,097B00045N,,34,35,40,44,43,44,44
Perry,KY-3195,KY-3195,W @JCT KY 699,0.006,097B00046N,,26,27,31,44,34,34,37
Perry,KY-267,KY-267,.70 MI S.W. OF JCT KY 15,1.3,097B00065N,13,,,,,,,
Perry,KY-1165,KY-1165,2.4 MI S.W. OF S-JCT KY 7,2.28,097B00067N,,19,20,23,38,24,25,27
Perry,KY-267,KY-267,.1 MI S OF JCT KY 2446,9.061,097B00071N,22,,,,,,,
Perry,CS-1062,MEMORIAL DRIVE,.1 MI N OF LYTTLE BLVD,0.192,097B00082N,12,,,,,,,
Perry,CS-1083,BAKER AVE,.05 MI E OF JCT KY 2451,0.025,097B00083N,19,,,,,,,
Perry,KY-451,KY-451,4.5 MI NW OF JCT KY 80,12.233,097B00096N,,38,40,44,44,,,
Perry,KY-1166,KY-1166,.2 MI S OF JCT CR 5228,1.12,097B00111N,,39,41,44,44,,,
Perry,KY-1067,KY-1067,0.1 MI. W. OF KY 2446,2.666,097B00114N,,33,34,39,44,42,43,44
Perry,KY-2021,KY 2021,At KY 2021/Briar Fk. Cir.,2.303,097B00129N,3,,,,,,,
Perry,CR-1228,BIG WOOTEN FRK,.1 MI NW OF JCT CR 5229,0.035,097C00025N,14,,,,,,,
Perry,CR-1230,FIELDS FRK RD,.1 MI W OF KY 1166,0.065,097C00027N,13,,,,,,,
Perry,CR-1359,TENMILE CRK RD,.25 MI W OF JCT KY 15,0.401,097C00031N,34,,,,,,,
Perry,CR-1196,WILL COMBS LN,.05 MI S OF JCT KY 15,0.043,097C00035N,25,,,,,,,
Perry,CR-1510,FORT BR RD,.05 MI SE OF KY 2447-B42,0.034,097C00041N,10,,,,,,,
Perry,CR-1423,FIRST CRK LN CONNE,50' WEST OF KY 267,0.01,097C00048N,0,,,,,,,
Perry,CR-1068,CLAY TREE BR RD,.01 MI E JCT  KY 267,0.009,097C00058N,7,,,,,,,
Perry,CR-1143,BEE HIVE RD,0.7 MI S .KY  699,0.873,097C00059N,11,,,,,,,
Perry,CR-1540,BRIDGE RD,@ JCT KY 699 -25' W,0.012,097C00060N,3,,,,,,,
Perry,CR-1219,WHITAKER FRK RD,.1 MI S KY 1096,0.097,097C00062N,5,,,,,,,
Perry,CR-1133,BULL CRK RD,.7 MI N KY 7,0.801,097C00063N,9,,,,,,,
Perry,CR-1133,BULL CRK RD,@ JCT CR 1133,0.905,097C00064N,9,,,,,,,
Perry,CR-1869,Carroll Rd.,.1 MI-W  JCT KY 476,0.014,097C00067N,19,,,,,,,
Perry,CR-1002,TROUBLESOME LN,.001 MI JCT KY 476,0.017,097C00068N,21,,,,,,,
Perry,CS-2017,Upper Honeysuckle,.01  MI-W  JCT KY 1095,0.007,097C00070N,20,,,,,,,
Perry,CR-1048,Cager Branch,.11 E of 476 @ MP 18.8,0.123,097C00082N,19,,,,,,,
Perry,CR-1506,Gurney Lane,75 FT E OF KY 476,0.02,097C00083N,18,,,,,,,
Perry,CR-1815,Jimmy Darrell Way,At N Int. with KY 267,0.004,097C00085N,17,,,,,,,
Pike,KY-292,KY-292,0.1 MI W of JCT KY 612,6.835,098B00002N,,20,27,31,31,31,31,31
Pike,KY-308,KY-308,1.2 MI W of JCT US 119,1.481,098B00006N,,40,42,44,44,,,
Pike,KY-308,KY-308,1.5 MI W OF JCT US 119,1.212,098B00007N,,23,24,28,44,30,31,33
Pike,KY-308,KY-308,1.7 MI W of JCT US 119,1.003,098B00008N,16,,,,,,,
Pike,KY-308,KY-308,1.9 MI W of JCT US 119,0.781,098B00009N,16,,,,,,,
Pike,KY-1426,KY-1426,0.2 MI E of JCT KY 2169,17.071,098B00013N,10,,,,,,,
Pike,KY-3220,KY-3220,1.3 MI S.E. OF JCT KY 468,2.202,098B00020N,22,,,,,,,
Pike,KY-3220,KY-3220,2.5 MI S.E. OF JCT KY 468,3.249,098B00021N,,35,38,44,44,,,
Pike,KY-199,KY-199,0.25 MI S of US 119@Huddy,11.199,098B00030N,,20,22,25,43,28,29,33
Pike,KY-194,KY-194,@ JCT KY 1758,41.14,098B00037N,22,,,,,,,
Pike,KY-194,KY-194,3.0 MI S of JCT KY 2062,50.944,098B00039N,,31,33,38,44,40,41,44
Pike,US-460,US-460,.60 MI S.E. OF JCT KY 195,9.879,098B00049N,,20,27,31,31,31,31,31
Pike,KY-1789,KY-1789,@JCT KY 1441 @Millard,0.383,098B00053N,,36,37,39,44,40,41,42
Pike,KY-195,KY-195,1.2 MI WEST OF JCT US 460,10.224,098B00056N,22,,,,,,,
Pike,KY-195,KY-195,@HELLIER-2 MI SW OF KY611,3.273,098B00057N,22,,,,,,,
Pike,KY-195,KY-195,1.6 MI S of JCT US 460,9.927,098B00059N,,21,22,24,32,25,26,26
Pike,KY-197,KY-197,2.7 MI SW of JCT KY 80,13.926,098B00060N,,27,28,31,44,34,34,36
Pike,KY-122,KY 122,2.5 MI NE of JCT US 23,13.561,098B00064N,,20,27,34,40,40,40,40
Pike,KY-122,KY-122,1.0 MI NE of JCT US 23,11.91,098B00065N,,25,29,34,44,37,39,43
Pike,KY-122,KY-122,2 MI SW of JCT US 23,8.328,098B00067N,,31,32,37,44,40,40,43
Pike,KY-122,KY-122,1.5 MI NE of JCT KY 610,6.789,098B00068N,,28,29,32,44,34,35,36
