County,Route,Facility,Location,MP,Bridge ID#,Gross (tons),KY Type 1 (tons),KY Type 2 (tons),KY Type 3 (tons),KY Type 4 (tons),SU5 (tons),SU6 (tons),SU7 (tons)
Pike,KY-610,KY-610,0.1 MI SE of JCT KY 1469,7.849,098B00070N,,26,27,30,44,33,34,36
Pike,KY-610,KY-610,1.0 MI S of JCT KY 1469,7.008,098B00071N,,21,22,24,35,26,26,27
Pike,KY-610,KY-610,1.5 MI NW-JCT US 23&119,1.607,098B00075N,,31,34,39,44,42,44,44
Pike,KY-122,KY-122,2.9 MI W of JCT KY 610,2.293,098B00081N,22,,,,,,,
Pike,KY-1469,KY-1469,@JCT KY 1469 & KY 3414,4.49,098B00085N,10,,,,,,,
Pike,KY-468,KY-468,At JCT KY 468/KY 612,7.327,098B00086N,,20,27,31,31,31,31,31
Pike,KY-195,KY-195,2.5 MI S.W. OF JCT KY 611,3.126,098B00089N,22,,,,,,,
Pike,KY-1469,KY-1469,.2 MI W OF JCT KY 610,11.218,098B00090N,,28,36,42,44,42,44,44
Pike,KY-611,KY-611,.05 MI NOR. OF JCT KY 195,0.01,098B00099N,,28,29,31,41,33,33,34
Pike,KY-2169,KY-2169,.2 MI S OF JCT US 119,0.67,098B00104N,22,,,,,,,
Pike,KY-194,KY-194,1.5 MI NW of W JCT KY 632,25.161,098B00107N,,27,28,32,44,35,35,38
Pike,KY-1056,KY-1056,.55 MI SW OF NE-JCT K1056,8.651,098B00115N,,39,41,44,44,,,
Pike,KY-1056,KY-1056,@ JCT of KY 319,7.76,098B00116N,22,,,,,,,
Pike,KY-1056,KY-1056,1.0 MI WEST OF JCT KY 319,6.639,098B00117N,,39,41,44,44,,,
Pike,KY-1441,KY-1441,.2 MI N OF JCT KY 1789,1.948,098B00129N,22,,,,,,,
Pike,KY-199,KY-199,1.3 MI N of JCT KY 1056,9.505,098B00143N,,35,37,41,44,,,
Pike,KY-1469,KY-1469,1.3 MI SW of JCT KY 3414,3.165,098B00145N,3,,,,,,,
Pike,KY-1469,KY-1469,6.3 MI SW of JCT KY 610,5.002,098B00147N,,42,43,44,44,,,
Pike,KY-1056,KY-1056,1.5 NE of JCT KY 319,9.248,098B00148N,22,,,,,,,
Pike,KY-1441,KY-1441,4.1 MI S of JCT KY 1426,6.691,098B00157N,,23,24,27,44,29,30,32
Pike,KY-3226,KY-3226,2.5 MI SW of JCT US 460,1.131,098B00159N,,38,40,44,44,,,
Pike,KY-122,KY-122,2.6 MI W of JCT KY 610,2.55,098B00173N,,24,25,27,38,29,29,30
Pike,KY-3415,KY-3415,1.0 MI W of JCT KY 122,0.981,098B00188N,,41,44,44,44,,,
Pike,KY-3419,KY-3419,@ JCT  KY 1056,11.846,098B00195N,10,,,,,,,
Pike,KY-122,KY-122,3.0 MI W of JCT KY 610,2.158,098B00200N,18,,,,,,,
Pike,KY-1441,KY-1441,.5 MI N.-58 BRANCH',8.026,098B00213N,19,,,,,,,
Pike,KY-3154,KY-3154,0.7 MI S of KY 3220,1.942,098B00216N,,25,26,30,44,32,33,35
Pike,KY-3154,KY-3154,1.1 MI S of JCT KY 3220,1.616,098B00217N,,23,24,27,44,30,30,32
Pike,KY-1441,KY-1441,.3 MI N - KY  3418,6.85,098B00218N,,29,30,33,44,35,35,36
Pike,KY-1373,KY-1373,.1   MI E. JCT KY 80,0.996,098B00226N,22,,,,,,,
Pike,US-119,US-119 SB,1.3 MI NE of KY 1426 INTC,4.817,098B00256L,,42,44,44,44,,,
Pike,US-119,US-119 NB,1.3 MI NE of KY 1426 INTC,4.813,098B00256R,,38,40,40,42,41,42,42
Pike,KY-3174,KY-3174 NC,3.7 MI E of US23/US460,3.688,098B00278L,,42,43,44,44,,,
Pike,KY-3174,KY-3174,3.7 MI E of US23/US460,3.684,098B00278R,,42,43,44,44,,,
Pike,CR-1538,DIX FRK,.1 MI S OF KY 3220,0.012,098C00004N,37,,,,,,,
Pike,CR-1017,TAYLOR FRK,.1 MI W OF JCT KY 612,0.01,098C00011N,27,,,,,,,
Pike,CR-1395,Rockhouse Frk,0.1 MI W of JCT KY 468,0.065,098C00015N,11,,,,,,,
Pike,CR-1313,Mikes Br,50 FT S of JCT KY 194,0.018,098C00019N,27,,,,,,,
Pike,CR-1089,Mudlick Road,0.3 MI S of JCT KY 319,0.34,098C00024N,18,,,,,,,
Pike,CR-1168,LAUREL FRK,2.5MI E-VIA CR5273-KY 366,0.008,098C00038N,33,,,,,,,
Pike,CR-1177,North River Rd Con,E @ JCT US 460/KY 1499,0.023,098C00039N,3,,,,,,,
Pike,CR-1236,BENTLEY RD,W @JCT KY 195 @RATLIFF,0.01,098C00042N,18,,,,,,,
Pike,CR-1692,Old Pond Creek Rd,0.15 MI SW of JCT US 460,0.175,098C00043N,16,,,,,,,
Pike,CR-1232,Wolfpit Branch Rd,1.60 MI W OF JCT KY 195,1.571,098C00053N,21,,,,,,,
Pike,CR-1232,Wolfpit Branch Rd,1.5 MI NW of JCT KY 195,1.489,098C00054N,29,,,,,,,
Pike,CR-1276,Little Creek,0.1 MI SE of JCT KY 122,0.114,098C00067N,18,,,,,,,
Pike,CR-1106,Beech Creek,@JCT KY 194,0.008,098C00089N,34,,,,,,,
Pike,CR-1243,Rockhouse Crk,250' N of JCT KY 195,0.035,098C00090N,18,,,,,,,
Pike,CR-1711,Peters Br,200' SW of JCT KY 122,0.036,098C00094N,20,,,,,,,
Pike,CR-1804,UPPER BLACKBERRY R,.1 MI W OF JCT KY 1056,0.1,098C00099N,18,,,,,,,
Pike,CR-1804,UPPER BLACKBERRY R,.9 MI W OF JCT KY 1056,0.909,098C00101N,18,,,,,,,
Pike,CR-1351,Sycamore Road,1.25 MI E of JCT KY 194,1.241,098C00105N,18,,,,,,,
Pike,CR-1950,FLEMING BR,.1 MI E OF JCT US 23&119,0.011,098C00108N,33,,,,,,,
Pike,CR-1906,Beefhide Creek,1.1 MI S of JCT KY 610,1.118,098C00117N,22,,,,,,,
Pike,CR-1766,Petty Fork,At JCT of KY 3414,0.013,098C00121N,7,,,,,,,
Pike,CR-1465,Winns Br,0.1 MI SE of KY 1426,0.02,098C00122N,13,,,,,,,
Pike,CR-1337,Hurts Branch,0.1 MI W of JCT KY 194,0.094,098C00128N,3,,,,,,,
Pike,CR-1396,Hunts Branch,0.06 MI W of JCT  KY 1384,0.061,098C00129N,38,,,,,,,
Pike,CR-1911,CANEY HWY #1,.5 MI  N -US 23,0.43,098C00130N,9,,,,,,,
Pike,CR-1755,Buck Tackett Rd,At JCT KY 1469,0.009,098C00133N,3,,,,,,,
Pike,CR-1967,Kelly Mountain Rd,1.1 MI NE of JCT KY 805,0.03,098C00134N,21,,,,,,,
Pike,CR-1823,Park Rd,0.01 MI NW of JCT KY 194,0.014,098C00138N,27,,,,,,,
Pike,CR-1444,Meathouse Road,0.46 MI SE of JCT KY 194,0.461,098C00142N,19,,,,,,,
Pike,CR-1444,Meathouse Road,0.68 MI E of JCT KY 194,0.676,098C00143N,20,,,,,,,
Pike,CR-1100,KY-Virginia Access,@ JCT KY 194,0.028,098C00144N,31,,,,,,,
Pike,CR-1200,Allegheny Rd.,.3 MI SW JCT KY 195,0.378,098C00156N,18,,,,,,,
Pike,PR-1001,Marcum Bottom,0.01 MI W of JCT KY 468,0.02,098C00158N,16,,,,,,,
Pike,CR-1740,Old Long Fork Rd C,At JCT KY 1469,0.008,098C00166N,7,,,,,,,
Pike,CR-1444,MEATHOUSE RD,IST BRIDGE E JCT KY 194,0.262,098C00168N,23,,,,,,,
Pike,CR-1742,Tackett Branch Rd,At JCT KY 1469,0.009,098C00176N,7,,,,,,,
Pike,CR-1883,Old State HWY 319,0.07 MI SE of JCT KY 319,0.077,098C00181N,3,,,,,,,
Pike,CR-1888,Thacker Rd,0.01 MI SW of JCT KY 468,0.008,098C00184N,15,,,,,,,
Pike,CR-1584,Rattlesnake Br,.05 mi North of JCt 632,0.061,098C00186N,21,,,,,,,
Pike,CR-1910,Oakfield Branch,.01MI JCT KY-3527 KY-610,0.032,098C00188N,10,,,,,,,
Pike,CR-1873,Woodman Summer Rd,0.05 NE of KY 2059,0.055,098C00191N,21,,,,,,,
Pike,CR-1693,Gibson Bottom CR,3M S. Jct Ky80 & Ky19,0.015,098C00192N,0,,,,,,,
Powell,KY-9000,KY-9000,.3 MI W OF KY11&15 OVRPSS,24.486,099B00004N,,20,27,34,40,40,40,40
Powell,KY-9000,BERT T COMBS-MOUNT,WBL 1.8M E OF KY 15 NTRCH,18.277,099B00024L,,39,40,43,44,,,
Powell,KY-9000,KY-9000,EBL 1.8M E OF KY 15 NTRCH,18.255,099B00024R,,38,39,42,44,,,
Powell,KY-77,KY-77,.05 MI NE OF JCT KY 11&15,0.02,099B00028N,,36,38,43,44,,,
Powell,KY-77,KY-77,ON MENIFEE - POWELL CL,4.297,099B00029N,,22,23,25,37,27,28,29
Powell,CR-1205,HATTON CREEK ROAD,.5 MI S OF JCT KY 11/15,1.029,099B00031N,25,,,,,,,
Powell,KY-11,KY-11,2.2 MI E OF JCT KY 213,13.222,099B00032N,,30,32,34,42,35,35,37
Powell,KY-15,KY-15,.5 MI E OF E-JCT KY 11,2.931,099B00033N,,33,34,36,44,38,38,39
Powell,KY-11,KY-11,.6 MI S OF JCT KY 1184,12.229,099B00034N,,19,20,23,38,24,25,26
Powell,KY-1184,KY-1184,2.6 MI E OF JCT KY 213,0.405,099B00042N,,32,35,38,44,40,40,42
Powell,KY-1184,KY-1184,.2 MI NE OF JCT KY 11/15,0.217,099B00043N,16,,,,,,,
Powell,KY-15,KY-15,.01 MI W OF JCT KY 3022,4.057,099B00048N,,20,27,34,40,40,40,40
Powell,FD-1101,TUNNEL RIDGE ROAD,.05 MI N OF JCT KY 15,0.049,099B00049N,33,,,,,,,
Powell,KY-1057,KY-1057,.8 MI SW OF JCT KY 11&15,0.824,099B00051N,,34,36,41,44,,,
Powell,KY-1057,KY-1057,1.0 MI N.W. OF JCT KY 213,8.485,099B00056N,,27,37,37,44,,,
Powell,KY-613,KY-613,1.4 MI NE E-TERM. KY 613,8.804,099B00065N,,33,34,38,44,42,42,44
Powell,KY-1639,KY-1639,5.1 MI S OF JCT KY 11/15,1.428,099B00066N,22,,,,,,,
Powell,KY-615,KY-615,.15 MI E OF JCT KY 1695,5.329,099B00071N,,36,38,41,44,,,
Powell,CR-1304,BUSH CREEK ROAD,.1 MI E OF JCT KY 15,0.033,099B00072N,29,,,,,,,
Powell,CR-1040,Bolin Road,.01  MI W. CR 5107@SLADE,0.012,099C00023N,11,,,,,,,
Powell,CR-1113,HALL HILL ROAD,.7  MI S  JCT KY 1639,1.745,099C00027N,24,,,,,,,
Powell,CR-1249,ROSE LANE,.15 MI N JCT KY 1057,0.349,099C00031N,33,,,,,,,
Powell,CR-1345,MILLSTONE ROAD Y,.75  MI- E JCT  KY 15,0.007,099C00032N,16,,,,,,,
Powell,CR-1204,STANTON ROAD,0.1 MI- E JCT CR 5205,0.674,099C00034N,16,,,,,,,
Powell,CR-1217,FRAMES BRANCH ROAD,.6 MI S. JCT KY 1057,0.549,099C00035N,11,,,,,,,
Powell,CR-1215,LITTLE HARDWICKS C,2.2 MI. S. KY. 11 JCT.,2.231,099C00037N,18,,,,,,,
Powell,CR-1345,Millstone conn.,0.1 M West of Brush Cr,0.042,099C00039N,35,,,,,,,
Powell,IC-8023,NATURAL BRIDGE STA,.05 MI S OF JCT KY 11,0.019,099X00001N,,34,36,40,44,,,
Pulaski,KY-1317,KY-1317,.60 MI EAST OF JCT KY 39,2.635,100B00001N,22,,,,,,,
Pulaski,KY-1675,KY-1675,3.2 MI SE OF JCT NEW KY80,6.921,100B00014N,,20,27,31,31,31,31,31
Pulaski,KY-192,KY-192,3.3 MI WEST JCT KY 1003,10.637,100B00018N,,33,34,37,44,39,39,41
Pulaski,KY-769,KY-769,4.2 MI SOUTH OF JCT KY192,5.591,100B00020N,,34,35,39,44,42,42,44
Pulaski,KY-80,KY-80,2.4 MI W OF E-JCT KY 1248,13.812,100B00029N,,24,25,27,33,28,28,29
Pulaski,US-27,US-27,.25 MI NOR. OF JCT KY 90-,10.133,100B00032R,,32,35,40,44,43,44,44
Pulaski,KY-1676,KY-1676,5.4 MI S.W. OF JCT KY 635,6.401,100B00037N,,39,41,44,44,,,
Pulaski,KY-3268,KY-3268,1.79 MI NORTH JCT KY 461,1.79,100B00039N,,39,40,43,44,,,
Pulaski,KY-635,KY-635,1.5 MI SE OF JCT KY 70,1.536,100B00041N,,35,36,40,44,43,44,44
Pulaski,KY-2227,KY 2227,0.5 MI N OF JCT KY-1575,0.54,100B00045N,,20,27,34,40,40,40,40
Pulaski,KY-328,KY-328,1.2 MI WEST OF JCT KY 865,2.051,100B00047N,,29,30,33,44,35,36,37
Pulaski,KY-934,KY-934,.65 MI WEST OF JCT KY 461,5.011,100B00048N,,36,38,41,44,,,
Pulaski,KY-1003,KY-1003,3.2 MI NO. OF JCT KY 1675,8.169,100B00055N,,34,35,37,44,38,39,40
Pulaski,KY-70,KY-70,.05 MI NE OF JCT KY 635,0.532,100B00060N,,34,35,39,44,43,44,44
Pulaski,KY-751,KENO RD (KY-751),3.5 MI SOU. OF JCT US 27,0.01,100B00066N,,19,19,20,24,21,22,22
Pulaski,CR-1757,FINLEY OWENS RD,1.7 MI EAST OF RUSSELL CL,1.269,100B00070N,31,,,,,,,
Pulaski,LN-9008,LOUIE B. NUNN CUMB,WBL 4.0 MI W OF JCT US 27,84.467,100B00074L,,32,37,41,44,,,
Pulaski,LN-9008,LN-9008,EBL 4.0 MI W OF JCT US 27,84.468,100B00074R,,32,37,41,44,,,
Pulaski,KY-452,KY-452,1.7 MI EAST OF JCT US 27,1.677,100B00084N,,33,35,41,44,43,44,44
Pulaski,KY-804,KY-804,0.9 MILE NW OF US 27,2.235,100B00091N,,27,27,29,32,30,30,31
Pulaski,KY-3262,KY-3262,0.2 MILE SW OF KY 80,2.909,100B00094N,,21,22,26,43,27,28,30
Pulaski,KY-3267,KY-3267,0.45 MI NW OF KY 70,0.419,100B00095N,,28,29,32,44,35,36,37
Pulaski,KY-3267,KY-3267,2.1 MILES NW OF KY 70,2.001,100B00096N,10,,,,,,,
Pulaski,KY-3268,KY-3268,0.5 MILE NW OF KY 461,2.357,100B00097N,,28,28,31,44,34,34,36
Pulaski,KY-196,KY-196,.7 MI S OF KY 80,8.891,100B00102N,11,,,,,,,
Pulaski,KY-2993,KY-2993,0.5 MI. N.-JCT CR 5650,3.186,100B00106N,22,,,,,,,
Pulaski,CR-1045,PLATO-VANHOOK RD,3.8 MILES SE OF KY 461,2.683,100C00002N,18,,,,,,,
Pulaski,CR-1076,BANDY WILLAILLA RD,1.55 MI EAST OF KY 70,1.466,100C00007N,3,,,,,,,
Pulaski,FD-857,Shelton CK Forest,.8 MI NW OF MCCREARY CL,0.309,100C00013N,31,,,,,,,
Pulaski,CR-1252,CAVE SPGS RD,0.1 MILE WEST OF KY 751,0.127,100C00014N,28,,,,,,,
Pulaski,CS-1264,BEECHER ST,150 FT WEST OF CR-1251,0.023,100C00017N,8,,,,,,,
Pulaski,CR-1558,GOOCHTOWN RD,1.0 MILE NORTH OF KY 70,0.956,100C00032N,18,,,,,,,
Pulaski,CR-1523,EAST FROG HOLLOW R,1.45 MI N KY 39,1.401,100C00049N,18,,,,,,,
Pulaski,CR-1912,STAB RD,.3 MI E JCT KY 80,0.169,100C00050N,9,,,,,,,
Pulaski,CR-1146,OLD SHOPVILLE RD,.3 MI E OF JCT NEW KY 80,1.839,100C00051N,3,,,,,,,
Pulaski,CR-1368,ECHO PT RD,.6 MI E OF JCT CR 5363,0.65,100C00052N,18,,,,,,,
Pulaski,CS-1208,HYDEN LN,0.1 MI. WEST JCT KY 3057,0.124,100C00054N,22,,,,,,,
Pulaski,CR-1101,CHARLES ELGIN RD,1.0 MI W OF JCT KY 39,2.426,100C00061N,18,,,,,,,
Pulaski,CR-1654,MCLIN LN,0.9 MI E JCT KY 2993,0.938,100C00063N,4,,,,,,,
Pulaski,CR-1622,ED DICK RD,600' NORTH JCT CR 5617,0.084,100C00069N,3,,,,,,,
Pulaski,CR-1056,SILVER STAR RD,200' WEST  JCT  KY 3268,0.038,100C00072N,35,,,,,,,
Pulaski,CR-1656,POINTER CRK RD,.8   MI N  JCT  CR 5645,0.939,100C00074N,18,,,,,,,
Pulaski,CR-1462,ROBERTS PORT RD,1.8  MI S  JCT   KY 196,2.477,100C00075N,38,,,,,,,
Pulaski,CR-1441,WOLF CRK RD,.9    MI E. JCT   KY 837,1.058,100C00076N,18,,,,,,,
Pulaski,CR-1175,SINKS ROAD,.6 MI SW JCT KY 1003,0.582,100C00081N,18,,,,,,,
Pulaski,CR-1453,WARNER RD,.9 MI S JCT KY 80,1.084,100C00082N,18,,,,,,,
Pulaski,CR-1709,OLD WAYNESBURG RD,1.1 MI S JCT KY 70,1.11,100C00083N,18,,,,,,,
Pulaski,CR-1528,KEENEY RD-NORWOOD,.8 MI S JCT KY 635,0.29,100C00084N,18,,,,,,,
Pulaski,CR-1127,COLEMAN RD,.452 MI E JCT KY 635,0.466,100C00085N,18,,,,,,,
Pulaski,CR-1439,PLEASANT PT RD,2.6 MI- W JCT KY 196,0.956,100C00087N,18,,,,,,,
Pulaski,CR-1618,WESLEY WARREN RD,2.8 MI NW OF JCT KY 1676,1.094,100C00089N,18,,,,,,,
Pulaski,CR-1027,CR 1027,2.216 MI. N. OF KY 1956,2.056,100C00094N,27,,,,,,,
Pulaski,CR-1984,Old Burnside Rd.,.4 MI S OF JCT KY 914,3.121,100C00096N,28,,,,,,,
Pulaski,CR-1025,BURDINE SCHOOL RD,0.1 M W of JCT KY 1675,0.053,100C00099N,34,,,,,,,
Pulaski,CR-1026,WHITAKER CEM ROAD,0.1 M S of JCT KY 1956,0.061,100C00100N,33,,,,,,,
Pulaski,CS-1082,WEST COLUMBIA ST,0.13 M E of JCT US 27,0.671,100C00101N,18,,,,,,,
Robertson,US-62,US-62,.10 MI WEST OF JCT KY 617,4.904,101B00006N,,33,34,38,44,41,42,44
Robertson,US-62,US-62,2 MI W OF JCT KY 617,2.97,101B00007N,,20,27,31,31,31,31,31
Robertson,KY-165,KY-165,ON BRACKEN - ROBERTSON CL,16.358,101B00009N,22,,,,,,,
Robertson,KY-616,KY-616,4.0 MI NOR. OF JCT US 62,10.466,101B00010N,,28,30,34,44,37,37,40
Robertson,KY-616,KY-616,@ MASON CO LINE,12.315,101B00018N,,40,41,44,44,,,
Robertson,CR-1102,OGDEN RIDGE ROAD,.4 MI NE OF JCT KY 1029,2.515,101C00004N,30,,,,,,,
Robertson,CR-1200,CEDAR CREEK ROAD,.5 MI W OF JCT KY-165,0.677,101C00014N,30,,,,,,,
Rockcastle,US-25,US-25,.8 MI N OF JCT KY 1617,21.341,102B00003N,,30,32,34,44,35,36,37
Rockcastle,US-25,US-25,.25 MI S OF JCT KY 1505,22.404,102B00004N,,20,27,34,40,40,40,40
Rockcastle,US-25,US-25,.5  MI N OF JCT KY 1505,23.082,102B00005N,,20,27,34,40,40,40,40
Rockcastle,US-25,US-25,1.8 MI SOU. OF MADISON CL,25.229,102B00006N,,20,27,34,40,40,40,40
Rockcastle,KY-1912,KY-1912,.3 MI N OF JCT KY 1004,0.265,102B00017N,,22,23,26,41,29,29,31
Rockcastle,KY-1004,KY-1004,2 MI W OF JCT KY 1955,8.763,102B00024N,,36,38,43,44,,,
Rockcastle,KY-1152,KY-1152,.2 MI SW OF JCT KY 1249,4.682,102B00027N,22,,,,,,,
Rockcastle,KY-1329,KY-1329,3.7 MI W OF JCT US 25,1.822,102B00030N,22,,,,,,,
Rockcastle,KY-1787,KY-1787,2.9 MI NW OF JCT KY 1912,3.06,102B00033N,18,,,,,,,
Rockcastle,KY-1787,KY-1787,2.2 MI NW OF JCT KY 1912,2.237,102B00034N,,36,37,39,44,41,41,42
Rockcastle,KY-1912,KY-1912,.2 MI SW OF JCT KY 1797,4.364,102B00047N,,31,33,38,44,40,41,44
Rockcastle,KY-1912,KY-1912,1.6 MI SW OF JCT KY 1797,2.846,102B00048N,,30,31,36,44,38,39,42
Rockcastle,KY-1797,KY-1797,3.2 MI S. OF JCT KY 1912,0.012,102B00050N,,33,35,41,44,43,44,44
Rockcastle,KY-1249,KY-1249,1.4 MI. S - JCT KY 1152,8.23,102B00051N,,35,36,38,44,39,40,41
Rockcastle,KY-3245,KY-3245,1.7 MI W OF JCT US 150,2.137,102B00057N,,35,39,44,44,,,
Rockcastle,CR-1021,WOLF CREEK RD,.05 MI E OF JCT KY 1912,0.011,102C00003N,13,,,,,,,
Rockcastle,CR-1400,CASS RD.,.1 MI E. US 150,0.404,102C00027N,7,,,,,,,
Rockcastle,CR-1042,ANGLIN FALLS RD,2 MI W KY 1912,0.148,102C00048N,38,,,,,,,
Rockcastle,CS-2028,SYCAMORE ST,200' WEST  JCT KY 1505,0.37,102C00056N,23,,,,,,,
Rockcastle,CR-1184,CHESTNUT RIDGE RD,.5   MI  S JCT  KY 3274,0.668,102C00063N,36,,,,,,,
Rockcastle,CR-1148,WHITE OAK BRANCH R,.75  MI-NW JCT  KY 89,0.796,102C00064N,3,,,,,,,
Rockcastle,CR-1382,GRASSY BRANCH RD,.35 MI NW Chestnut Grv Rd,0.118,102C00065N,8,,,,,,,
Rockcastle,CR-1086,MARET CEMETERY RD,.3    MI S. JCT   KY 1786,0.275,102C00067N,0,,,,,,,
Rockcastle,CR-1364,ARVIL LANE,0.16 MI N of KY 3109,0.166,102C00068N,8,,,,,,,
Rockcastle,CR-1058,Stephens Rd.,1.8 MI W JCT KY 1617,1.773,102C00069N,13,,,,,,,
Rockcastle,CR-1446,MCNEW CEMETERY RD,12' N. OF JCT CR 1004,0.017,102C00071N,14,,,,,,,
Rockcastle,CR-1348,GRACE LOOP RD,.05 MI. W. OF JCT US 25,0.048,102C00072N,21,,,,,,,
Rockcastle,CR-1140,Mullins Station Rd,.4 Mi NE of Jct US-25,0.392,102C00077N,37,,,,,,,
Rowan,KY-174,KY-174,.20 MI EAST OF JCT US 60,0.24,103B00008N,,31,32,37,44,40,40,43
Rowan,KY-174,KY-174,.40 MI EAST OF JCT US 60,0.496,103B00009N,,29,31,35,44,38,39,41
Rowan,KY-174,KY-174,1.6 MI EAST OF JCT US 60,1.211,103B00010N,,20,27,31,31,31,31,31
Rowan,KY-32,KY-32,.10 MI S.E. OF JCT US 60,8.614,103B00016N,,37,39,44,44,,,
Rowan,KY-158,KY-158,.10 MI WEST OF JCT KY 32,2.636,103B00020N,22,,,,,,,
Rowan,KY-377,KY-377,.62 MI EAST OF JCT KY 32,0.58,103B00023N,,30,31,34,44,37,38,39
Rowan,KY-377,KY-377,3 MI N OF E-JCT KY 799,11.091,103B00027N,,39,41,44,44,,,
Rowan,KY-1167,DRY CREEK ROAD,4.1 MI EAST OF JCT KY 519,4,103B00049N,22,,,,,,,
Rowan,KY-785,KY-785,1.2 MI N.E. OF JCT KY 32,1.373,103B00059N,,23,24,28,44,30,31,34
Rowan,CR-1009,VETERANS LN,.1 MI S OF JCT KY 32,0.213,103C00004N,18,,,,,,,
Rowan,CR-1103,NICHOLS BR,.1 MI S OF JCT KY 1167,0.026,103C00019N,18,,,,,,,
Rowan,CR-1104,RIDDLE FORK RD,.25 MI S OF JCT KY 1167,0.027,103C00020N,16,,,,,,,
Rowan,CR-1332,PENNINGTON FLAT RD,NE @ JCT KY 32,0.036,103C00039N,27,,,,,,,
Rowan,CR-1391,BRATTON BR,2.6 MI W -KY 32,1.42,103C00042N,18,,,,,,,
Rowan,CS-1132,SUN ST,400' E OF FLEMING AVE,0.11,103C00043N,18,,,,,,,
Rowan,CR-1159,RAVENSWOOD RD,.05 MI S OF JCT KY 1167,0.023,103C00045N,18,,,,,,,
Rowan,CR-1222,BULLFORK RD,50 FT. WEST OF KY 32,0.052,103C00051N,30,,,,,,,
Rowan,CR-1332,PENNINGTON FLAT RD,0.1 MI. EAST OF JCT KY785,1.7,103C00053N,24,,,,,,,
Rowan,CR-1243,FREESTONE RD,300'E.-US 60@ BLUESTONE,0.031,103C00054N,0,,,,,,,
Rowan,CR-1201,CARDINAL LANE E,S-@ JCT KY 1167,0.012,103C00055N,17,,,,,,,
Rowan,CR-1046,ELK LICK RD,.05 MI E OF JCT KY 377,0.22,103C00057N,34,,,,,,,
Rowan,CR-1313,POND LICK RD,.1 MI N. OF JCT KY 377,0.057,103C00061N,9,,,,,,,
Rowan,CR-1313,POND LICK RD,0.15 MILE N OF JCT KY 377,0.143,103C00062N,29,,,,,,,
Rowan,CR-1024,LEE BR,0.0 MI S OF KY 32,0.019,103C00064N,14,,,,,,,
Rowan,CR-1149,LOWER CRANEY RD,50' SW OF KY 1167,0.018,103C00065N,15,,,,,,,
Rowan,CR-1004,SEAS BR,.7 MI N KY 32,2.715,103C00067N,34,,,,,,,
Rowan,CR-1035,HOLLY FORK RD,1.2 MI E-KY  799,1.129,103C00071N,18,,,,,,,
Rowan,CR-1365,JACKSON DR,.1  MI  SW -  KY 32,0.103,103C00072N,37,,,,,,,
Rowan,CR-1077,MESSER RD,.001 MI-   JCT  KY 32,0.018,103C00076N,15,,,,,,,
Rowan,CR-1397,DEWITT CEMETERY RD,2.5  MI W  JCT US 60,0.073,103C00082N,23,,,,,,,
Rowan,CS-1032,WEST MAIN ST,.1 MI NE OF W-JCT KY 32,0.758,103C00083N,18,,,,,,,
Rowan,CR-1089,TATER LICK RD,.098  MI W  JCT   KY  377,0.103,103C00086N,34,,,,,,,
Rowan,CR-1391,BRATTON BR,1.5 MI.W.-JCT KY 32,0.813,103C00087N,13,,,,,,,
Rowan,CR-1074,TACKETT BR,180  FT  S  JCT   KY  32,0.037,103C00089N,13,,,,,,,
Rowan,CR-1363,OLD HILDA RD,.163 MI FROM KY 32,0.174,103C00090N,32,,,,,,,
Rowan,CR-1142,UPPER CRANEY RD,.82 MI NORTH KY 1167,0.814,103C00093N,26,,,,,,,
Rowan,CR-1505,GENE WHITE LN,68' WEST OF KY 799,0.02,103C00094N,13,,,,,,,
Rowan,CS-1034,SOUTH TOLLIVER RD,.15 MI S/E OF KY 60,0.169,103C00096N,10,,,,,,,
Rowan,CR-1142,UPPER CRANEY RD,.454 MI N. OF KY 1167,0.459,103C00097N,29,,,,,,,
Rowan,CR-1029,MATTHEWS BR,30' N OF JT. US 60,0.008,103C00098N,30,,,,,,,
Rowan,CR-1142,UPPER CRANEY RD,.164 MI N. OF KY 1167,0.168,103C00099N,32,,,,,,,
Rowan,CR-1222,BULLFORK RD,1.1 MI. JCT FREE STONE RD,6.86,103C00100N,33,,,,,,,
Rowan,CR-1058,JAYCEE FARM ROAD,200' SE jct us 60,0.046,103C00103N,30,,,,,,,
Rowan,CS-1136,CS-1136,JUCTION OF HARRITAGE PLAC,0.152,103C00104N,17,,,,,,,
Rowan,CR-1609,UPPER CRANEY SPUR,162' E.UPPER CRANEY RD.,0.039,103C00105N,29,,,,,,,
Rowan,CR-1700,CR 1533 RUBEN ROAD,153'S JCT.KY32,0.039,103C00106N,24,,,,,,,
Rowan,CR-1501,Botts Dr CR-1501,114' S of Jct Ky-32,0.028,103C00112N,29,,,,,,,
Rowan,CR-1608,THORNSBERRY 1608,17' WEST OF KY 1167,0.004,103C00113N,25,,,,,,,
Russell,US-127,US-127 X,1.2 MI S OF W-JCT KY 619,0.213,104B00002N,,21,22,24,30,25,25,26
Russell,KY-379,KY-379,.2 MI N OF JCT KY 1058,9.243,104B00003N,,28,37,37,44,,,
Russell,KY-92,KY-92,1.8 MI WEST OF JCT KY 379,1.697,104B00006N,22,,,,,,,
Russell,KY-379,KY-379,.1 MI E OF SW-JCT KY 1058,3.68,104B00010N,22,,,,,,,
